BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,rowguid,ModifiedDate,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
7087,IN,0,NULL,Marissa,NULL,Griffin,NULL,0,NULL,af552ef2-b78a-4a70-a3b6-f2d7aada68e1,2014-05-22 00:00:00.000,1968-04-26 00:00:00.000,M,111151,F,4,"Bachelors ",Management,1,1
7088,IN,0,NULL,Jaime,C,Sanz,NULL,0,NULL,6966a68a-1636-44ab-b796-330f0c6e55c2,2013-10-03 00:00:00.000,1954-06-04 00:00:00.000,M,88808,F,0,High School,Professional,1,4
7089,IN,0,NULL,Jaime,R,Rubio,NULL,0,NULL,f04c005b-b83e-4588-9da2-138a3d858c9b,2013-07-27 00:00:00.000,1977-08-21 00:00:00.000,S,52158,F,0,Partial High School,Clerical,0,2
7090,IN,0,NULL,Marissa,C,Diaz,NULL,0,NULL,9f4d381f-5d5c-4511-8a85-643ea04ec9e7,2011-12-31 00:00:00.000,1936-11-08 00:00:00.000,S,96206,F,4,"Bachelors ",Management,0,2
7091,IN,0,NULL,Marissa,NULL,Hayes,NULL,1,NULL,f6b800a7-bcf6-44d5-8469-a81a81ab68d3,2013-05-21 00:00:00.000,1961-07-19 00:00:00.000,M,71178,F,1,Partial College,Skilled Manual,1,1
7092,IN,0,NULL,Alexia,L,Price,NULL,2,NULL,aa61b7ac-5969-4881-95fb-c5fa36638bfe,2014-02-15 00:00:00.000,1947-08-26 00:00:00.000,M,102277,F,5,"Bachelors ",Management,0,2
7093,IN,0,NULL,Alexia,NULL,Bennett,NULL,1,NULL,75de1514-cf66-47f5-974b-d2d1d602247b,2013-10-26 00:00:00.000,1964-09-11 00:00:00.000,M,101863,F,3,"Bachelors ",Management,1,4
7094,IN,0,NULL,Adrienne,NULL,Martin,NULL,0,NULL,8b6d1270-d26e-43b7-bff2-f6c2a4b379a8,2013-08-06 00:00:00.000,1975-03-28 00:00:00.000,S,91610,F,0,"Bachelors ",Professional,1,2
7095,IN,0,NULL,Adrienne,NULL,Gomez,NULL,2,NULL,fe55ef89-cddb-4e63-9ddb-1af79ae7d7af,2012-03-11 00:00:00.000,1964-02-28 00:00:00.000,S,88324,F,4,"Bachelors ",Professional,1,3
7096,IN,0,NULL,Adrienne,NULL,Ruiz,NULL,2,NULL,b45a9394-379e-4375-8e35-eb75c7b22674,2013-10-23 00:00:00.000,1976-11-03 00:00:00.000,S,38416,F,0,High School,Manual,1,2
7097,IN,0,NULL,Alexia,NULL,Wood,NULL,0,NULL,57149425-7754-4dc1-87b6-ed43cbd7cc96,2013-07-20 00:00:00.000,1953-06-20 00:00:00.000,S,32339,F,2,High School,Manual,0,2
7098,IN,0,NULL,Alexia,D,Barnes,NULL,0,NULL,4d5edc4d-0cc2-4a30-9240-0e073b58588a,2014-03-03 00:00:00.000,1962-04-10 00:00:00.000,M,60443,F,5,Partial College,Skilled Manual,0,2
7099,IN,0,NULL,Alexia,S,Ross,NULL,1,NULL,7604bea6-999b-46f5-b1be-16fe7e75d9cf,2013-09-24 00:00:00.000,1948-10-11 00:00:00.000,M,64986,F,2,High School,Professional,1,2
7100,IN,0,NULL,Alexia,M,Henderson,NULL,2,NULL,1eebcd9f-fd6b-4adb-8e26-ca322f8cbc3a,2013-04-13 00:00:00.000,1976-05-26 00:00:00.000,S,80546,F,0,"Bachelors ",Professional,0,2
7101,IN,0,NULL,Adrienne,Y,Hernandez,NULL,2,NULL,94f5dc35-d6b3-4207-ae92-4c46b982f379,2013-06-18 00:00:00.000,1966-05-28 00:00:00.000,M,35408,F,0,"Bachelors ",Professional,0,0
7102,IN,0,NULL,Alexia,E,Coleman,NULL,1,NULL,e6292123-9108-417b-9d66-0bfbf7125b2f,2012-09-13 00:00:00.000,1954-05-07 00:00:00.000,S,66821,F,3,High School,Professional,1,0
7103,IN,0,NULL,Adrienne,L,Alvarez,NULL,2,NULL,34eee7e8-feb8-40c1-99f9-06bd2c7ae72d,2014-01-26 00:00:00.000,1965-03-23 00:00:00.000,S,89033,F,3,"Bachelors ",Professional,1,1
7104,IN,0,NULL,Alexia,J,Perry,NULL,2,NULL,8e25e34e-2dda-4c9d-a504-08d6f0409726,2013-10-03 00:00:00.000,1969-05-27 00:00:00.000,M,50151,F,1,"Bachelors ",Skilled Manual,1,1
7105,IN,0,NULL,Warren,NULL,Luo,NULL,0,NULL,405b9430-c110-48c4-993b-acad14e57bab,2013-10-29 00:00:00.000,1938-08-12 00:00:00.000,S,38657,M,2,Partial College,Clerical,0,2
7106,IN,0,NULL,Damien,L,Lin,NULL,0,NULL,323dcb87-51de-41d1-bac1-2b2efaca43b2,2012-12-03 00:00:00.000,1968-05-26 00:00:00.000,S,76336,M,2,"Bachelors ",Professional,1,1
7107,IN,0,NULL,Clarence,NULL,Xu,NULL,1,NULL,acf250c1-e959-4cdf-b53c-f0043cc14373,2012-08-17 00:00:00.000,1976-08-13 00:00:00.000,S,88354,M,0,"Bachelors ",Professional,1,2
7108,IN,0,NULL,Adrienne,L,Jiménez,NULL,2,NULL,74ed31e0-6e59-4833-a787-7fdba8cc5c17,2013-12-13 00:00:00.000,1976-08-13 00:00:00.000,S,40499,F,0,Partial College,Skilled Manual,1,1
7109,IN,0,NULL,Alexia,NULL,Powell,NULL,1,NULL,08bc365f-4f33-4a10-8638-b7622b8b7b42,2014-06-03 00:00:00.000,1956-06-17 00:00:00.000,M,47369,F,2,High School,Skilled Manual,0,2
7110,IN,0,NULL,Adrienne,NULL,Navarro,NULL,0,NULL,4922fe68-8ae7-4495-90cd-be107db0ed61,2014-02-08 00:00:00.000,1950-04-26 00:00:00.000,S,90550,F,3,Partial College,Management,0,4
7111,IN,0,NULL,Alexia,M,Hughes,NULL,1,NULL,fc6d3b8f-d4f3-46c9-b07d-4db7f17e15c6,2014-06-07 00:00:00.000,1975-11-20 00:00:00.000,M,51510,F,0,Partial College,Skilled Manual,1,2
7112,IN,0,NULL,Adrienne,NULL,Gutierrez,NULL,2,NULL,5ed97466-4c58-49ad-b05c-767dfb8ea400,2011-12-03 00:00:00.000,1952-04-13 00:00:00.000,S,41598,F,3,High School,Skilled Manual,1,2
7113,IN,0,NULL,Alexia,D,Flores,NULL,2,NULL,de477be6-fe6d-4147-bf86-deee2c6b3614,2012-04-17 00:00:00.000,1955-05-11 00:00:00.000,M,36135,F,1,Partial College,Clerical,1,1
7114,IN,0,NULL,Alexia,NULL,Washington,NULL,0,NULL,e94e23cd-c891-4fd5-9db7-9c45e2bd14c1,2013-05-06 00:00:00.000,1956-09-18 00:00:00.000,S,87228,F,2,High School,Professional,0,2
7115,IN,0,NULL,Adrienne,C,Torres,NULL,0,NULL,1322c4dc-ae4b-46c8-a859-a0a6a68da0dc,2012-02-08 00:00:00.000,1972-07-19 00:00:00.000,S,60438,F,0,High School,Manual,0,1
7116,IN,0,NULL,Alexia,F,Butler,NULL,1,NULL,58960bd3-d0ba-46ef-be21-1be28e742e15,2014-05-13 00:00:00.000,1969-04-09 00:00:00.000,S,108441,F,3,Graduate Degree,Professional,1,0
7117,IN,0,NULL,Alexia,NULL,Foster,NULL,1,NULL,05699a32-28f3-4049-b76b-b0e769b84d38,2012-06-11 00:00:00.000,1966-10-23 00:00:00.000,S,12813,F,2,High School,Manual,1,0
7118,IN,0,NULL,Adrienne,M,Dominguez,NULL,0,NULL,8b6932cb-a99e-45f0-8fb4-12ac6e237dae,2014-01-29 00:00:00.000,1967-04-21 00:00:00.000,S,79487,F,0,Graduate Degree,Professional,1,1
7119,IN,0,NULL,Alexia,L,Bryant,NULL,0,NULL,e7aa6d0f-bb4e-4243-a385-8580450f8907,2013-11-25 00:00:00.000,1967-09-17 00:00:00.000,S,48780,F,2,"Bachelors ",Skilled Manual,0,1
7120,IN,0,NULL,Alexia,NULL,Alexander,NULL,2,NULL,b4154daa-1124-4efb-b629-3c8652fbf32b,2013-09-26 00:00:00.000,1951-04-26 00:00:00.000,S,66600,F,2,High School,Professional,1,2
7121,IN,0,NULL,Alexia,NULL,Russell,NULL,1,NULL,b6a5125a-646f-4c4c-9fed-1031a5c1b56a,2014-03-23 00:00:00.000,1941-06-11 00:00:00.000,M,60222,F,4,"Bachelors ",Management,1,2
7122,IN,0,NULL,Adrienne,NULL,Gill,NULL,0,NULL,595ac847-8e59-4d7a-b83b-7dba708f952d,2013-08-12 00:00:00.000,1963-06-14 00:00:00.000,S,22816,F,3,Partial High School,Manual,1,2
7123,IN,0,NULL,Alexia,W,Griffin,NULL,0,NULL,ad7ac5e1-c143-409d-9975-de12fd559e02,2013-05-14 00:00:00.000,1962-02-16 00:00:00.000,M,43057,F,1,Partial College,Clerical,1,1
7124,IN,0,NULL,Alexia,NULL,Diaz,NULL,1,NULL,b8e18642-dc7f-4214-a224-da6d36ed548a,2013-07-18 00:00:00.000,1965-09-11 00:00:00.000,M,69868,F,0,Graduate Degree,Professional,1,0
7125,IN,0,NULL,Alexia,NULL,Hayes,NULL,0,NULL,e0890950-eae9-45be-ade3-b13cab9ef247,2013-10-31 00:00:00.000,1967-10-15 00:00:00.000,S,52553,F,2,"Bachelors ",Skilled Manual,0,1
7126,IN,0,NULL,Clarence,M,Luo,NULL,0,NULL,d0c9b581-a481-45fa-a996-737cbb6fdcda,2011-08-10 00:00:00.000,1962-03-06 00:00:00.000,S,72712,M,1,"Bachelors ",Professional,1,1
7127,IN,0,NULL,Adrienne,NULL,Vazquez,NULL,0,NULL,377abc94-5617-4bba-ab67-9ce235fc3d3a,2014-01-13 00:00:00.000,1966-11-06 00:00:00.000,S,81223,F,3,"Bachelors ",Skilled Manual,1,1
7128,IN,0,NULL,Adrienne,M,Blanco,NULL,2,NULL,14cab488-5688-4e77-87e5-5d049d0cbbe9,2012-02-14 00:00:00.000,1956-06-22 00:00:00.000,M,93991,F,2,Partial College,Professional,1,4
7129,IN,0,NULL,Angelica,L,Bennett,NULL,0,NULL,0f8a3b97-ba7c-499d-954c-137308d457c1,2014-06-13 00:00:00.000,1959-05-06 00:00:00.000,M,69180,F,4,Graduate Degree,Skilled Manual,1,0
7130,IN,0,NULL,Angelica,M,Wood,NULL,0,NULL,b3a5f407-87e9-4871-82eb-b220d807e9d7,2013-11-18 00:00:00.000,1952-09-25 00:00:00.000,S,79440,F,2,Partial High School,Skilled Manual,1,2
7131,IN,0,NULL,Adrienne,NULL,Serrano,NULL,0,NULL,ef18a85e-e476-4967-be16-48561e24968b,2012-06-23 00:00:00.000,1969-09-20 00:00:00.000,S,37117,F,0,Graduate Degree,Clerical,1,0
7132,IN,0,NULL,Adrienne,L,Ramos,NULL,0,NULL,ebfa8c75-2403-4ac3-9d11-46caec406155,2013-08-02 00:00:00.000,1967-01-24 00:00:00.000,M,65835,F,5,"Bachelors ",Professional,0,3
7133,IN,0,NULL,Angelica,NULL,Barnes,NULL,0,NULL,f27bb791-584b-45bf-98aa-362c8cdef433,2013-09-17 00:00:00.000,1974-05-22 00:00:00.000,S,70020,F,0,"Bachelors ",Professional,0,4
7134,IN,0,NULL,Angelica,A,Ross,NULL,2,NULL,ced172ac-800e-469d-8929-b6f8bc1b1933,2013-09-09 00:00:00.000,1961-07-11 00:00:00.000,M,80329,F,1,Partial College,Skilled Manual,1,1
7135,IN,0,NULL,Angelica,M,Henderson,NULL,0,NULL,89e9f475-350a-4e90-af53-8c48051b6626,2013-10-27 00:00:00.000,1938-07-14 00:00:00.000,M,106673,F,2,Graduate Degree,Management,1,0
7136,IN,0,NULL,Adrienne,NULL,Suarez,NULL,0,NULL,41924fde-480c-4e2e-8b07-68e0d0dbab2c,2014-03-02 00:00:00.000,1953-06-05 00:00:00.000,M,86583,F,4,Partial College,Professional,1,2
7137,IN,0,NULL,Adrienne,NULL,Sanz,NULL,1,NULL,785a891d-9247-462c-8bcd-15c48e21ba12,2012-10-10 00:00:00.000,1963-05-16 00:00:00.000,M,42664,F,1,"Bachelors ",Skilled Manual,1,0
7138,IN,0,NULL,Angelica,NULL,Coleman,NULL,2,NULL,14301f86-34d9-403f-98f8-d78c295df8c2,2013-10-15 00:00:00.000,1955-10-03 00:00:00.000,M,114967,F,3,Partial College,Professional,1,1
7139,IN,0,NULL,Angelica,J,Jenkins,NULL,0,NULL,528d302b-f006-4f91-8a0d-096aaa59853b,2013-10-28 00:00:00.000,1949-04-05 00:00:00.000,S,78188,F,2,Partial College,Professional,1,2
7140,IN,0,NULL,Adrienne,Y,Ortega,NULL,0,NULL,f7880060-ca30-4f9c-a838-a14f45bbaa6f,2013-11-13 00:00:00.000,1979-05-12 00:00:00.000,S,62405,F,3,Partial College,Clerical,0,1
7141,IN,0,NULL,Mallory,J,Martin,NULL,0,NULL,5788aa3f-769a-4737-b465-fa1e735cdb35,2011-08-30 00:00:00.000,1964-08-26 00:00:00.000,S,15078,F,2,High School,Manual,1,2
7142,IN,0,NULL,Angelica,NULL,Perry,NULL,0,NULL,690c92c2-3fa2-40bc-bb5d-4b6327be4547,2014-04-11 00:00:00.000,1972-12-23 00:00:00.000,M,72071,F,1,Graduate Degree,Professional,1,0
7143,IN,0,NULL,Clarence,D,Yuan,NULL,1,NULL,3847227a-897b-4760-9f1c-fa3b2056cde8,2013-12-05 00:00:00.000,1968-02-10 00:00:00.000,S,31656,M,1,Partial College,Manual,0,0
7144,IN,0,NULL,Mallory,R,Gomez,NULL,2,NULL,4a57e6b1-ba03-4264-8bd8-0cf1642f3e9b,2013-09-24 00:00:00.000,1974-06-13 00:00:00.000,S,88705,F,0,"Bachelors ",Professional,1,3
7145,IN,0,NULL,Mallory,V,Diaz,NULL,0,NULL,2311d9c1-3eca-414f-888c-3a0e773381e5,2013-09-15 00:00:00.000,1967-06-03 00:00:00.000,M,89449,F,5,"Bachelors ",Professional,1,4
7146,IN,0,NULL,Mallory,NULL,Hernandez,NULL,0,NULL,3dd5d25f-da5a-41b1-8321-36580210b59c,2014-01-04 00:00:00.000,1952-10-12 00:00:00.000,M,29044,F,2,Partial High School,Clerical,1,2
7147,IN,0,NULL,Angelica,E,Powell,NULL,2,NULL,84dc121c-0138-4fac-8444-18f4e9524828,2014-03-08 00:00:00.000,1955-02-25 00:00:00.000,S,38601,F,3,Partial High School,Clerical,1,2
7148,IN,0,NULL,Angelica,C,Long,NULL,2,NULL,3a3c7328-5416-409c-8dd9-d055fdc40df9,2013-06-26 00:00:00.000,1970-07-22 00:00:00.000,S,106507,F,4,Graduate Degree,Management,1,1
7149,IN,0,NULL,Mallory,L,Alvarez,NULL,0,NULL,7beb859f-dc58-4791-a6aa-85ec4d6732bf,2014-05-15 00:00:00.000,1974-06-21 00:00:00.000,S,16802,F,0,Partial High School,Manual,0,2
7150,IN,0,NULL,Angelica,NULL,Patterson,NULL,1,NULL,5cac23e0-ed25-49c1-904e-9fc85cf2c09a,2013-10-06 00:00:00.000,1962-09-01 00:00:00.000,S,86576,F,1,Partial College,Professional,0,4
7151,IN,0,NULL,Angelica,G,Hughes,NULL,2,NULL,742f9ca8-5b39-487c-8a20-6b4f5d970515,2013-07-26 00:00:00.000,1973-08-10 00:00:00.000,S,80321,F,0,Partial College,Skilled Manual,0,2
7152,IN,0,NULL,Mallory,S,Jimenez,NULL,1,NULL,751e620e-e81d-4fb5-9646-07200e29b88a,2014-05-30 00:00:00.000,1974-03-03 00:00:00.000,M,54247,F,3,Partial College,Clerical,1,2
7153,IN,0,NULL,Angelica,M,Flores,NULL,0,NULL,c0b6540c-7f70-49f6-8a7e-9be1d7285c96,2014-04-10 00:00:00.000,1958-12-12 00:00:00.000,M,23917,F,1,"Bachelors ",Manual,1,0
7154,IN,0,NULL,Mallory,P,Moreno,NULL,0,NULL,effb10a4-46d2-493e-b1ca-886b5772b463,2012-11-01 00:00:00.000,1969-12-07 00:00:00.000,S,107308,F,1,Graduate Degree,Management,1,1
7155,IN,0,NULL,Angelica,NULL,Washington,NULL,0,NULL,6116f555-748e-43ee-aaf4-be42a02c1d3b,2013-09-20 00:00:00.000,1961-04-05 00:00:00.000,S,113267,F,1,"Bachelors ",Management,0,3
7156,IN,0,NULL,Angelica,NULL,Butler,NULL,1,NULL,85a4f23a-f7ce-413f-983b-939f6ab6a438,2013-11-21 00:00:00.000,1970-01-06 00:00:00.000,S,32002,F,0,Partial College,Manual,0,1
7157,IN,0,NULL,Mallory,NULL,Munoz,NULL,1,NULL,58fc0b11-94e7-40db-a341-7d7dc8999ebf,2012-08-13 00:00:00.000,1970-10-09 00:00:00.000,S,16656,F,1,High School,Manual,0,1
7158,IN,0,NULL,Angelica,NULL,Foster,NULL,0,NULL,cbd79670-2ba6-4a28-8a30-7be36e8295e5,2013-07-25 00:00:00.000,1958-09-27 00:00:00.000,S,80300,F,4,Graduate Degree,Skilled Manual,1,0
7159,IN,0,NULL,Angelica,K,Gonzales,NULL,0,NULL,19807897-2daa-4884-af1f-1495432f24dc,2013-07-16 00:00:00.000,1974-10-16 00:00:00.000,S,38974,F,3,Partial College,Clerical,0,2
7160,IN,0,NULL,Angelica,NULL,Bryant,NULL,1,NULL,78b69651-38ed-4da7-ba8e-10a21851a8cb,2012-09-04 00:00:00.000,1967-05-21 00:00:00.000,M,52236,F,2,"Bachelors ",Skilled Manual,1,1
7161,IN,0,NULL,Angelica,NULL,Alexander,NULL,0,NULL,901c31f6-041d-4154-895c-df814bde5c59,2013-11-25 00:00:00.000,1965-04-08 00:00:00.000,M,94985,F,4,Partial College,Professional,1,3
7162,IN,0,NULL,Mallory,NULL,Romero,NULL,2,NULL,c4900579-099d-47f5-8d58-48921b175a3a,2013-11-21 00:00:00.000,1974-08-23 00:00:00.000,S,91384,F,0,"Bachelors ",Professional,1,3
7163,IN,0,NULL,Clarence,NULL,Kumar,NULL,0,NULL,50924b5e-b10b-4010-b746-5831a0c45c3b,2014-02-02 00:00:00.000,1970-02-27 00:00:00.000,M,39804,M,0,"Bachelors ",Clerical,1,0
7164,IN,0,NULL,Mallory,NULL,Navarro,NULL,0,NULL,57b7a5f0-9c5c-4c47-b291-3374da042d13,2013-04-16 00:00:00.000,1968-04-27 00:00:00.000,S,67617,F,2,"Bachelors ",Professional,1,1
7165,IN,0,NULL,Angelica,NULL,Russell,NULL,0,NULL,b3dbe5a2-4e28-4228-a51f-60565d746163,2014-05-15 00:00:00.000,1949-03-19 00:00:00.000,S,65258,F,2,Partial College,Professional,1,2
7166,IN,0,NULL,Angelica,NULL,Griffin,NULL,2,NULL,1e3f15ac-d08a-47ac-a118-4c7fe1fc244d,2011-11-10 00:00:00.000,1979-03-05 00:00:00.000,M,88867,F,0,Partial College,Skilled Manual,1,2
7167,IN,0,NULL,Mallory,NULL,Gutierrez,NULL,0,NULL,f08dc2d7-c36f-4cff-b14f-279674191fef,2014-05-21 00:00:00.000,1955-01-07 00:00:00.000,M,113151,F,3,Partial College,Professional,1,3
7168,IN,0,NULL,Angelica,NULL,Diaz,NULL,0,NULL,004b896b-be3f-437b-8c96-206204c27113,2013-12-09 00:00:00.000,1954-04-04 00:00:00.000,M,40446,F,1,High School,Clerical,1,1
7169,IN,0,NULL,Angelica,NULL,Hayes,NULL,2,NULL,640d60b5-735a-4fb7-ac0e-558074f525b4,2014-01-26 00:00:00.000,1939-08-20 00:00:00.000,S,71983,F,3,Graduate Degree,Management,1,2
7170,IN,0,NULL,Brittany,NULL,Price,NULL,0,NULL,e076e4bb-4d8b-40ce-9da5-256f55a22add,2012-12-13 00:00:00.000,1966-09-04 00:00:00.000,S,73559,F,0,Graduate Degree,Skilled Manual,0,0
7171,IN,0,NULL,Mallory,NULL,Dominguez,NULL,2,NULL,aa35f7a9-84bf-4ff4-8144-ae7f1fbcd99e,2013-12-07 00:00:00.000,1941-10-27 00:00:00.000,S,20488,F,2,Partial College,Manual,0,1
7172,IN,0,NULL,Brittany,J,Bennett,NULL,1,NULL,46a00c48-49a1-4121-9b90-e283201eece2,2013-11-16 00:00:00.000,1931-07-13 00:00:00.000,M,51715,F,1,"Bachelors ",Skilled Manual,1,1
7173,IN,0,NULL,Carmen,J,Garcia,NULL,0,NULL,6ba90b9e-b679-417d-9b72-92d4f64ef8f6,2012-06-05 00:00:00.000,1972-10-22 00:00:00.000,M,57683,F,1,Graduate Degree,Skilled Manual,1,0
7174,IN,0,NULL,Brittany,NULL,Wood,NULL,0,NULL,20880f0c-e1a5-43d6-a077-d7b180e22b3e,2014-04-26 00:00:00.000,1955-06-17 00:00:00.000,S,33358,F,3,Partial High School,Clerical,1,2
7175,IN,0,NULL,Brittany,R,Barnes,NULL,0,NULL,e07ff28e-67d1-4faf-9e62-e18699d64feb,2013-08-16 00:00:00.000,1951-05-07 00:00:00.000,M,46565,F,2,Partial High School,Skilled Manual,1,3
7176,IN,0,NULL,Carmen,S,Lopez,NULL,0,NULL,8b751533-91b6-45b9-8027-dfc2e2957797,2012-12-10 00:00:00.000,1977-09-10 00:00:00.000,M,11192,F,0,Partial College,Manual,1,0
7177,IN,0,NULL,Joan,A,Ross,NULL,0,NULL,0d8127de-d473-4fe2-86b1-f4d60ebc53b9,2013-11-09 00:00:00.000,1952-08-18 00:00:00.000,S,70018,F,2,Partial High School,Skilled Manual,1,2
7178,IN,0,NULL,Carmen,E,Martinez,NULL,1,NULL,a5d48bc0-bf78-4f42-a9fb-b74eca831234,2012-07-15 00:00:00.000,1968-04-16 00:00:00.000,S,22394,F,3,High School,Manual,1,0
7179,IN,0,NULL,Brittany,W,Henderson,NULL,0,NULL,3329bbbd-2dcc-4dab-99fd-1744a8d4ee7d,2013-09-22 00:00:00.000,1955-07-08 00:00:00.000,S,105995,F,2,Partial High School,Skilled Manual,0,2
7180,IN,0,NULL,Brittany,NULL,Coleman,NULL,0,NULL,c701c351-a423-4ac5-b8c1-3e5d6f51ea32,2013-07-12 00:00:00.000,1968-01-05 00:00:00.000,S,65016,F,2,"Bachelors ",Professional,1,1
7181,IN,0,NULL,Joan,NULL,Jenkins,NULL,2,NULL,1a68b531-3c23-420d-b361-0b71d7e62f38,2013-05-07 00:00:00.000,1969-04-10 00:00:00.000,M,103604,F,4,Graduate Degree,Management,1,1
7182,IN,0,NULL,Brittany,NULL,Perry,NULL,0,NULL,627f4575-9a82-439a-bc0d-73715e832197,2013-07-01 00:00:00.000,1955-06-09 00:00:00.000,S,27003,F,3,Partial High School,Clerical,0,2
7183,IN,0,NULL,Brittany,C,Powell,NULL,0,NULL,2dbfd960-6a08-4c11-9e2e-757d7e1a20a2,2013-09-04 00:00:00.000,1954-07-07 00:00:00.000,M,61037,F,1,High School,Clerical,1,1
7184,IN,0,NULL,Clarence,L,Lal,NULL,2,NULL,7a5df484-7950-4a1e-a5c3-3f368d58122b,2013-10-01 00:00:00.000,1965-06-11 00:00:00.000,M,90261,M,5,"Bachelors ",Professional,1,4
7185,IN,0,NULL,Carmen,C,Perez,NULL,0,NULL,a7ef5a6d-cec6-423b-8934-85bd5d17d869,2012-11-09 00:00:00.000,1956-02-09 00:00:00.000,S,75116,F,1,Partial College,Skilled Manual,0,1
7186,IN,0,NULL,Brittany,G,Long,NULL,0,NULL,674352d1-ee74-4d06-bf9f-5d5fc375f026,2014-01-06 00:00:00.000,1964-10-09 00:00:00.000,S,35144,F,0,"Bachelors ",Professional,0,1
7187,IN,0,NULL,Meagan,D,Suri,NULL,0,NULL,0083d8cd-9953-493e-afbb-37fc05b59809,2014-06-27 00:00:00.000,1937-06-06 00:00:00.000,S,33564,F,1,Graduate Degree,Clerical,0,0
7188,IN,0,NULL,Meagan,NULL,Kim,NULL,1,NULL,dc0c8fda-da75-4be5-835e-7a3ce40f1e91,2013-08-08 00:00:00.000,1975-08-10 00:00:00.000,S,19341,F,0,High School,Manual,0,1
7189,IN,0,NULL,Meagan,J,Chandra,NULL,0,NULL,e29cd943-9983-4dbb-9d64-b3a50f8e5161,2013-08-05 00:00:00.000,1948-07-17 00:00:00.000,S,84645,F,5,Partial High School,Skilled Manual,1,4
7190,IN,0,NULL,Meagan,NULL,Patel,NULL,0,NULL,535fb725-0705-465e-a944-5f83dd3e3489,2013-07-28 00:00:00.000,1968-07-24 00:00:00.000,S,30745,F,3,High School,Manual,1,0
7191,IN,0,NULL,Brittany,M,Patterson,NULL,2,NULL,5a1b2453-0abb-4926-adc9-bbcd518d45fc,2014-01-30 00:00:00.000,1958-05-20 00:00:00.000,M,103846,F,1,Partial College,Skilled Manual,1,1
7192,IN,0,NULL,Meagan,F,Vance,NULL,2,NULL,d43a05bd-626d-4070-ac34-3bb35f98cc78,2014-01-13 00:00:00.000,1977-12-23 00:00:00.000,S,19979,F,0,High School,Manual,0,1
7193,IN,0,NULL,Meagan,L,Malhotra,NULL,0,NULL,d7ac2d24-0d23-47a3-9059-ab8753a3b11a,2014-04-09 00:00:00.000,1978-11-27 00:00:00.000,M,52033,F,4,Partial College,Clerical,1,2
7194,IN,0,NULL,Meagan,NULL,Sai,NULL,0,NULL,6078f945-b21b-49ff-8e58-b6783ba2b7a0,2011-11-06 00:00:00.000,1961-07-08 00:00:00.000,M,37872,F,4,Graduate Degree,Clerical,1,0
7195,IN,0,NULL,Brittany,NULL,Hughes,NULL,0,NULL,106aedd8-f1e6-4177-a2a4-a93da0211f78,2013-10-02 00:00:00.000,1946-12-02 00:00:00.000,M,84198,F,5,"Bachelors ",Management,1,3
7196,IN,0,NULL,Clarence,A,Sharma,NULL,0,NULL,796e9201-a694-437c-a220-b017d467226b,2013-09-01 00:00:00.000,1955-10-24 00:00:00.000,S,102535,M,3,Partial College,Professional,1,4
7197,IN,0,NULL,Meagan,W,Arun,NULL,0,NULL,df1545ac-ab4d-409f-9858-cde0fb2de555,2013-11-11 00:00:00.000,1964-10-13 00:00:00.000,M,51988,F,1,"Bachelors ",Skilled Manual,1,0
7198,IN,0,NULL,Brittany,NULL,Flores,NULL,0,NULL,5f127630-4de4-4778-85d6-0851ee9397af,2014-01-10 00:00:00.000,1938-08-12 00:00:00.000,M,89046,F,1,Graduate Degree,Management,1,4
7199,IN,0,NULL,Meagan,NULL,Madan,NULL,2,NULL,ee2f2bc8-eaa3-4d32-9d67-a93339e75aec,2012-02-17 00:00:00.000,1966-05-24 00:00:00.000,S,112887,F,0,"Bachelors ",Professional,0,0
7200,IN,0,NULL,Joan,NULL,Washington,NULL,0,NULL,5d34e474-c78d-4f13-bc29-f151472a9ca2,2012-02-12 00:00:00.000,1957-08-19 00:00:00.000,M,59723,F,1,Partial College,Clerical,1,1
7201,IN,0,NULL,Brittany,NULL,Butler,NULL,0,NULL,4925da5a-d949-4639-9b06-cf59ef3704d3,2014-02-08 00:00:00.000,1971-01-16 00:00:00.000,M,47430,F,1,Graduate Degree,Skilled Manual,1,0
7202,IN,0,NULL,Meagan,NULL,Prasad,NULL,0,NULL,0fcd1c9a-94ea-48a7-b635-b80d0a31bdc5,2012-01-21 00:00:00.000,1963-10-15 00:00:00.000,S,61282,F,0,"Bachelors ",Professional,0,1
7203,IN,0,NULL,Brittany,NULL,Simmons,NULL,2,NULL,fa3f8d50-dbb6-4d5a-a34a-992de6e9bbe4,2014-04-08 00:00:00.000,1963-07-13 00:00:00.000,S,107424,F,4,Partial College,Professional,0,2
7204,IN,0,NULL,Meagan,NULL,Schmidt,NULL,1,NULL,25c4f887-8086-428d-a439-54571a36d897,2012-11-22 00:00:00.000,1948-12-19 00:00:00.000,M,86425,F,4,Partial High School,Skilled Manual,1,4
7205,IN,0,NULL,Meagan,M,Rana,NULL,0,NULL,007d12a3-ff75-4aba-b8fc-8c617ff67336,2012-03-19 00:00:00.000,1968-05-08 00:00:00.000,S,73927,F,0,"Bachelors ",Professional,0,1
